key,level
COG8,gadm1
COG9,gadm1
COG10,gadm1
COG11,gadm1
COG12,gadm1
RWA1,gadm1
RWA2,gadm1
RWA3,gadm1
RWA4,gadm1
RWA5,gadm1
SAU1,gadm1
SAU2,gadm1
SAU3,gadm1
SAU4,gadm1
SAU5,gadm1
SAU6,gadm1
SAU7,gadm1
SAU8,gadm1
SAU9,gadm1
SAU10,gadm1
SAU11,gadm1
SAU12,gadm1
SAU13,gadm1
SEN1,gadm1
SEN2,gadm1
SEN3,gadm1
SEN4,gadm1
SEN5,gadm1
SEN6,gadm1
SEN7,gadm1
SEN8,gadm1
SEN9,gadm1
SEN10,gadm1
SEN11,gadm1
SEN12,gadm1
SEN13,gadm1
SEN14,gadm1
SLE1,gadm1
SLE2,gadm1
SLE3,gadm1
SLE4,gadm1
SGP1,gadm1
SGP2,gadm1
SGP3,gadm1
SGP4,gadm1
SGP5,gadm1
ZAF1,gadm1
ZAF2,gadm1
ZAF3,gadm1
ZAF4,gadm1
ZAF5,gadm1
ZAF6,gadm1
ZAF7,gadm1
ZAF8,gadm1
ZAF9,gadm1
KOR1,gadm1
KOR2,gadm1
KOR3,gadm1
KOR4,gadm1
KOR5,gadm1
KOR6,gadm1
KOR7,gadm1
KOR8,gadm1
KOR9,gadm1
KOR10,gadm1
KOR11,gadm1
KOR12,gadm1
KOR13,gadm1
KOR14,gadm1
KOR15,gadm1
KOR16,gadm1
KOR17,gadm1
SWZ1,gadm1
SWZ2,gadm1
SWZ3,gadm1
SWZ4,gadm1
TWN1,gadm1
TWN2,gadm1
TWN3,gadm1
TWN4,gadm1
TWN5,gadm1
TWN6,gadm1
TWN7,gadm1
TJK1,gadm1
TJK2,gadm1
TJK3,gadm1
TJK4,gadm1
TJK5,gadm1
TZA1,gadm1
TZA2,gadm1
TZA3,gadm1
TZA4,gadm1
TZA5,gadm1
TZA6,gadm1
TZA7,gadm1
TZA8,gadm1
TZA9,gadm1
TZA10,gadm1
TZA11,gadm1
TZA12,gadm1
TZA13,gadm1
TZA14,gadm1
TZA15,gadm1
TZA16,gadm1
TZA17,gadm1
TZA18,gadm1
TZA19,gadm1
TZA20,gadm1
TZA21,gadm1
TZA22,gadm1
TZA23,gadm1
TZA24,gadm1
TZA25,gadm1
TZA26,gadm1
TZA27,gadm1
TZA28,gadm1
TZA29,gadm1
TZA30,gadm1
THA1,gadm1
THA2,gadm1
THA3,gadm1
THA4,gadm1
THA5,gadm1
THA6,gadm1
THA7,gadm1
THA8,gadm1
THA9,gadm1
THA10,gadm1
THA11,gadm1
THA12,gadm1
THA13,gadm1
THA14,gadm1
THA15,gadm1
THA16,gadm1
THA17,gadm1
THA18,gadm1
THA19,gadm1
THA20,gadm1
THA21,gadm1
THA22,gadm1
THA23,gadm1
THA24,gadm1
THA25,gadm1
THA26,gadm1
THA27,gadm1
THA28,gadm1
THA29,gadm1
THA30,gadm1
THA31,gadm1
THA32,gadm1
THA33,gadm1
THA34,gadm1
THA35,gadm1
THA36,gadm1
THA37,gadm1
THA38,gadm1
THA39,gadm1
THA40,gadm1
THA41,gadm1
THA42,gadm1
THA43,gadm1
THA44,gadm1
THA45,gadm1
THA46,gadm1
THA47,gadm1
THA48,gadm1
THA49,gadm1
THA50,gadm1
THA51,gadm1
THA52,gadm1
THA53,gadm1
THA54,gadm1
THA55,gadm1
THA56,gadm1
THA57,gadm1
THA58,gadm1
THA59,gadm1
THA60,gadm1
THA61,gadm1
THA62,gadm1
THA63,gadm1
THA64,gadm1
THA65,gadm1
THA66,gadm1
THA67,gadm1
THA68,gadm1
THA69,gadm1
THA70,gadm1
THA71,gadm1
THA72,gadm1
THA73,gadm1
THA74,gadm1
THA75,gadm1
THA76,gadm1
THA77,gadm1
TLS1,gadm1
TLS2,gadm1
TLS3,gadm1
TLS4,gadm1
TLS5,gadm1
TLS6,gadm1
TLS7,gadm1
TLS8,gadm1
TLS9,gadm1
TLS10,gadm1
TLS11,gadm1
TLS12,gadm1
TLS13,gadm1
TGO1,gadm1
TGO2,gadm1
TGO3,gadm1
TGO4,gadm1
TGO5,gadm1
TTO1,gadm1
TTO2,gadm1
TTO3,gadm1
TTO4,gadm1
TTO5,gadm1
TTO6,gadm1
TTO7,gadm1
TTO8,gadm1
TTO9,gadm1
TTO10,gadm1
TTO11,gadm1
TTO12,gadm1
TTO13,gadm1
TTO14,gadm1
TTO15,gadm1
TUN1,gadm1
TUN2,gadm1
TUN3,gadm1
TUN4,gadm1
TUN5,gadm1
TUN6,gadm1
TUN7,gadm1
TUN8,gadm1
TUN9,gadm1
TUN10,gadm1
TUN11,gadm1
TUN12,gadm1
TUN13,gadm1
TUN14,gadm1
TUN15,gadm1
TUN16,gadm1
TUN17,gadm1
TUN18,gadm1
TUN19,gadm1
TUN20,gadm1
TUN21,gadm1
TUN22,gadm1
TUN23,gadm1
TUN24,gadm1
TKM1,gadm1
TKM2,gadm1
TKM3,gadm1
TKM4,gadm1
TKM5,gadm1
TKM6,gadm1
UGA1,gadm1
UGA2,gadm1
UGA3,gadm1
UGA4,gadm1
UGA5,gadm1
UGA6,gadm1
UGA7,gadm1
UGA8,gadm1
UGA9,gadm1
UGA10,gadm1
UGA11,gadm1
UGA12,gadm1
UGA13,gadm1
UGA14,gadm1
UGA15,gadm1
UGA16,gadm1
UGA17,gadm1
UGA18,gadm1
UGA19,gadm1
UGA20,gadm1
UGA21,gadm1
UGA22,gadm1
UGA23,gadm1
UGA24,gadm1
UGA25,gadm1
UGA26,gadm1
UGA27,gadm1
UGA28,gadm1
UGA29,gadm1
UGA30,gadm1
UGA31,gadm1
UGA32,gadm1
UGA33,gadm1
UGA34,gadm1
UGA35,gadm1
UGA36,gadm1
UGA37,gadm1
UGA38,gadm1
UGA39,gadm1
UGA40,gadm1
UGA41,gadm1
UGA42,gadm1
UGA43,gadm1
UGA44,gadm1
UGA45,gadm1
UGA46,gadm1
UGA47,gadm1
UGA48,gadm1
UGA49,gadm1
UGA50,gadm1
UGA51,gadm1
UGA52,gadm1
UGA53,gadm1
UGA54,gadm1
UGA55,gadm1
UGA56,gadm1
UGA57,gadm1
UGA58,gadm1
UKR1,gadm1
UKR2,gadm1
UKR3,gadm1
UKR5,gadm1
UKR7,gadm1
UKR8,gadm1
UKR9,gadm1
UKR10,gadm1
UKR11,gadm1
UKR12,gadm1
UKR13,gadm1
UKR14,gadm1
UKR16,gadm1
UKR17,gadm1
UKR18,gadm1
UKR19,gadm1
UKR21,gadm1
UKR22,gadm1
UKR23,gadm1
UKR24,gadm1
UKR25,gadm1
UKR26,gadm1
UKR27,gadm1
ARE1,gadm1
ARE2,gadm1
ARE3,gadm1
ARE4,gadm1
ARE5,gadm1
ARE6,gadm1
ARE7,gadm1
ARE8,gadm1
URY1,gadm1
URY2,gadm1
URY3,gadm1
URY4,gadm1
URY5,gadm1
URY6,gadm1
URY7,gadm1
URY8,gadm1
URY9,gadm1
URY10,gadm1
URY11,gadm1
URY12,gadm1
URY13,gadm1
URY14,gadm1
URY15,gadm1
URY16,gadm1
URY17,gadm1
URY18,gadm1
URY19,gadm1
UZB1,gadm1
UZB2,gadm1
UZB3,gadm1
UZB4,gadm1
UZB5,gadm1
UZB6,gadm1
UZB7,gadm1
UZB8,gadm1
UZB9,gadm1
UZB10,gadm1
UZB11,gadm1
UZB12,gadm1
UZB13,gadm1
UZB14,gadm1
VNM1,gadm1
VNM2,gadm1
VNM3,gadm1
VNM4,gadm1
VNM5,gadm1
VNM6,gadm1
VNM7,gadm1
VNM8,gadm1
VNM9,gadm1
VNM10,gadm1
VNM11,gadm1
VNM12,gadm1
VNM13,gadm1
VNM14,gadm1
VNM15,gadm1
VNM16,gadm1
VNM17,gadm1
VNM18,gadm1
VNM19,gadm1
VNM20,gadm1
VNM21,gadm1
VNM22,gadm1
VNM23,gadm1
VNM24,gadm1
VNM25,gadm1
VNM26,gadm1
VNM27,gadm1
VNM28,gadm1
VNM29,gadm1
VNM30,gadm1
VNM31,gadm1
VNM32,gadm1
VNM33,gadm1
VNM34,gadm1
VNM35,gadm1
VNM36,gadm1
VNM37,gadm1
VNM38,gadm1
VNM39,gadm1
VNM40,gadm1
VNM41,gadm1
VNM42,gadm1
VNM43,gadm1
VNM44,gadm1
VNM45,gadm1
VNM46,gadm1
VNM47,gadm1
VNM48,gadm1
VNM49,gadm1
VNM50,gadm1
VNM51,gadm1
VNM52,gadm1
VNM53,gadm1
VNM54,gadm1
VNM55,gadm1
VNM56,gadm1
VNM57,gadm1
VNM58,gadm1
VNM59,gadm1
VNM60,gadm1
VNM61,gadm1
VNM62,gadm1
VNM63,gadm1
ZMB1,gadm1
ZMB2,gadm1
ZMB3,gadm1
ZMB4,gadm1
ZMB5,gadm1
ZMB6,gadm1
ZMB7,gadm1
ZMB8,gadm1
ZMB9,gadm1
ZMB10,gadm1
ZWE1,gadm1
ZWE2,gadm1
ZWE3,gadm1
ZWE4,gadm1
ZWE5,gadm1
ZWE6,gadm1
ZWE7,gadm1
ZWE8,gadm1
ZWE9,gadm1
ZWE10,gadm1
HR043,nuts3
AT314,nuts3
AT315,nuts3
DE600,nuts3
DE711,nuts3
DE712,nuts3
DE713,nuts3
DE714,nuts3
DE715,nuts3
BE353,nuts3
BG311,nuts3
BG312,nuts3
DE737,nuts3
DE803,nuts3
DE804,nuts3
DE80L,nuts3
DE923,nuts3
DE94E,nuts3
DE94F,nuts3
DE94G,nuts3
DEA59,nuts3
DEA5A,nuts3
DEA5B,nuts3
DEA5C,nuts3
DEB11,nuts3
BG313,nuts3
AT321,nuts3
AT322,nuts3
AT323,nuts3
DE925,nuts3
DE926,nuts3
DE927,nuts3
BG314,nuts3
BG331,nuts3
DE928,nuts3
DE929,nuts3
DE931,nuts3
BG332,nuts3
BG333,nuts3
AT331,nuts3
DE932,nuts3
DE80J,nuts3
AT332,nuts3
AT333,nuts3
AT334,nuts3
DE933,nuts3
DE934,nuts3
DE935,nuts3
BG334,nuts3
DE936,nuts3
DE937,nuts3
DE938,nuts3
DE939,nuts3
DE93A,nuts3
DE93B,nuts3
DE941,nuts3
DE942,nuts3
DE943,nuts3
DE80K,nuts3
DE944,nuts3
DE945,nuts3
DE946,nuts3
AT223,nuts3
DE947,nuts3
DE948,nuts3
DE949,nuts3
AT226,nuts3
AT311,nuts3
AT312,nuts3
AT335,nuts3
AT341,nuts3
AT342,nuts3
BE100,nuts3
DE94A,nuts3
DE94B,nuts3
DE94C,nuts3
DE94D,nuts3
AT313,nuts3
DE406,nuts3
DE407,nuts3
BG412,nuts3
BE334,nuts3
BE335,nuts3
BE336,nuts3
AL022,nuts3
AL031,nuts3
AL032,nuts3
AL033,nuts3
AL034,nuts3
AT224,nuts3
AT225,nuts3
BE211,nuts3
BG315,nuts3
BG321,nuts3
AL035,nuts3
AT111,nuts3
AT112,nuts3
AT113,nuts3
BE212,nuts3
BE213,nuts3
BE221,nuts3
BE222,nuts3
BG341,nuts3
AT121,nuts3
AT122,nuts3
AT123,nuts3
AT124,nuts3
BE223,nuts3
BE341,nuts3
AT125,nuts3
AT211,nuts3
BE231,nuts3
BE232,nuts3
BE233,nuts3
BE234,nuts3
BE235,nuts3
BE236,nuts3
BG342,nuts3
BG343,nuts3
DE911,nuts3
AT212,nuts3
AT126,nuts3
BE241,nuts3
BE242,nuts3
BE342,nuts3
BE343,nuts3
BE344,nuts3
BE345,nuts3
AT127,nuts3
AT130,nuts3
AL011,nuts3
AL012,nuts3
BE251,nuts3
AT213,nuts3
AT221,nuts3
AT222,nuts3
BE252,nuts3
BE351,nuts3
BE352,nuts3
BG322,nuts3
AL013,nuts3
AL014,nuts3
AL015,nuts3
AL021,nuts3
BE253,nuts3
BE254,nuts3
BE255,nuts3
BE256,nuts3
BE257,nuts3
BE258,nuts3
BG323,nuts3
BE310,nuts3
BE321,nuts3
BE322,nuts3
BE323,nuts3
BE324,nuts3
BG324,nuts3
BG325,nuts3
DE913,nuts3
BG344,nuts3
BG411,nuts3
DE912,nuts3
BE325,nuts3
BE326,nuts3
BE327,nuts3
BE331,nuts3
BE332,nuts3
BG422,nuts3
CH051,nuts3
ES432,nuts3
DE246,nuts3
DE247,nuts3
DE248,nuts3
DE265,nuts3
DE266,nuts3
DE267,nuts3
CH052,nuts3
CH053,nuts3
CH054,nuts3
DE111,nuts3
CZ010,nuts3
ES511,nuts3
DE12C,nuts3
DE131,nuts3
DE132,nuts3
DE147,nuts3
DE148,nuts3
DE149,nuts3
DE211,nuts3
CZ042,nuts3
HR04A,nuts3
ES613,nuts3
DE21K,nuts3
DE21L,nuts3
DE21M,nuts3
DE235,nuts3
DE236,nuts3
DE237,nuts3
BG423,nuts3
BG424,nuts3
ES512,nuts3
DE249,nuts3
DE24A,nuts3
DE24B,nuts3
DE24C,nuts3
DE25C,nuts3
DE261,nuts3
DE262,nuts3
DE263,nuts3
DE264,nuts3
DE212,nuts3
DE213,nuts3
CH055,nuts3
ES513,nuts3
DE133,nuts3
DE134,nuts3
DE135,nuts3
DE136,nuts3
DE214,nuts3
DE215,nuts3
DE216,nuts3
DE217,nuts3
CZ051,nuts3
BG425,nuts3
ES514,nuts3
ES521,nuts3
DE21N,nuts3
DE221,nuts3
DE222,nuts3
DE223,nuts3
DE224,nuts3
DE225,nuts3
DE238,nuts3
DE239,nuts3
DE268,nuts3
CH056,nuts3
ES522,nuts3
ES531,nuts3
DE24D,nuts3
DE251,nuts3
DE252,nuts3
DE253,nuts3
DE254,nuts3
DE255,nuts3
DE137,nuts3
DE269,nuts3
DE26A,nuts3
DE218,nuts3
ES532,nuts3
ES533,nuts3
DE138,nuts3
DE139,nuts3
DE226,nuts3
DE219,nuts3
DE21A,nuts3
DE21B,nuts3
CZ020,nuts3
CZ052,nuts3
ES611,nuts3
ES612,nuts3
ES706,nuts3
DE227,nuts3
DE228,nuts3
BG413,nuts3
BG414,nuts3
CH011,nuts3
ES707,nuts3
ES708,nuts3
ES709,nuts3
FI196,nuts3
DE256,nuts3
DE257,nuts3
DE258,nuts3
CH025,nuts3
CH031,nuts3
CH032,nuts3
CH063,nuts3
ES241,nuts3
DE13A,nuts3
DE141,nuts3
DE142,nuts3
DE143,nuts3
CH064,nuts3
CH065,nuts3
CH066,nuts3
BG415,nuts3
ES523,nuts3
DE229,nuts3
DE22A,nuts3
DE22B,nuts3
CZ032,nuts3
ES412,nuts3
ES413,nuts3
DE259,nuts3
DE25A,nuts3
DE25B,nuts3
DE144,nuts3
BG421,nuts3
CH033,nuts3
ES419,nuts3
HR037,nuts3
HU110,nuts3
HR048,nuts3
HR049,nuts3
DE145,nuts3
DE146,nuts3
CH040,nuts3
CH070,nuts3
ES425,nuts3
DE128,nuts3
DE129,nuts3
DE12A,nuts3
DE12B,nuts3
DE22C,nuts3
DE231,nuts3
DE232,nuts3
DE233,nuts3
DE234,nuts3
CY000,nuts3
CZ041,nuts3
ES431,nuts3
DE21G,nuts3
DE21H,nuts3
DE21I,nuts3
DE21J,nuts3
DE80O,nuts3
DE278,nuts3
CH021,nuts3
DE80M,nuts3
DEB12,nuts3
DEC05,nuts3
DED52,nuts3
DED53,nuts3
DEE01,nuts3
DE279,nuts3
DE27A,nuts3
DE27B,nuts3
CZ063,nuts3
DEC06,nuts3
DED21,nuts3
DED2C,nuts3
DEA1A,nuts3
DEA38,nuts3
DEA41,nuts3
DEA42,nuts3
DEA43,nuts3
DEA44,nuts3
DEB38,nuts3
DE40D,nuts3
DE40E,nuts3
CZ064,nuts3
DEA1B,nuts3
DEA1C,nuts3
DEA1D,nuts3
DEA1E,nuts3
DEB39,nuts3
DEB3A,nuts3
DEB3B,nuts3
DEB3C,nuts3
DEB3D,nuts3
DEE02,nuts3
DE721,nuts3
DE722,nuts3
DE723,nuts3
DE724,nuts3
CZ071,nuts3
DEB13,nuts3
DEB14,nuts3
DEB15,nuts3
DEE03,nuts3
DEE04,nuts3
DEE05,nuts3
DEA45,nuts3
DE916,nuts3
DE917,nuts3
DE918,nuts3
DE91A,nuts3
DE11A,nuts3
DE11B,nuts3
DE11C,nuts3
DEE09,nuts3
DEE0A,nuts3
DEA1F,nuts3
DEA46,nuts3
DEA47,nuts3
DEA51,nuts3
DEA52,nuts3
DEA53,nuts3
DEB3E,nuts3
DE27C,nuts3
DE27D,nuts3
DE27E,nuts3
DE21D,nuts3
DE21E,nuts3
DE21F,nuts3
DE23A,nuts3
DE241,nuts3
DEA22,nuts3
DEA23,nuts3
DEA24,nuts3
DEA26,nuts3
DEA27,nuts3
DEB3F,nuts3
DEB3G,nuts3
DEE06,nuts3
DE40F,nuts3
DE40G,nuts3
DE725,nuts3
DE113,nuts3
DE114,nuts3
DE115,nuts3
DE116,nuts3
DEB17,nuts3
DEB18,nuts3
DEB1A,nuts3
DEE07,nuts3
DEE08,nuts3
DEA54,nuts3
DEA55,nuts3
DE731,nuts3
DE732,nuts3
DE733,nuts3
DE91B,nuts3
DE242,nuts3
DE243,nuts3
DE244,nuts3
DE245,nuts3
DED2D,nuts3
DED2E,nuts3
DED2F,nuts3
DEA56,nuts3
DEA57,nuts3
DEA58,nuts3
DE91C,nuts3
DE922,nuts3
DE300,nuts3
CH022,nuts3
DEA28,nuts3
DEA29,nuts3
DEA2A,nuts3
DEA2B,nuts3
DEB3H,nuts3
DEB3I,nuts3
DEB3J,nuts3
DE401,nuts3
DE402,nuts3
DE403,nuts3
DE404,nuts3
DE405,nuts3
CZ072,nuts3
DE117,nuts3
DE118,nuts3
DEB1B,nuts3
DEB1C,nuts3
DEB1D,nuts3
DEB21,nuts3
DE26B,nuts3
DE26C,nuts3
DE271,nuts3
DE272,nuts3
DE273,nuts3
DE40H,nuts3
DE40I,nuts3
DE501,nuts3
DE502,nuts3
DE11D,nuts3
DE121,nuts3
DE122,nuts3
DE123,nuts3
DED41,nuts3
DED42,nuts3
DED43,nuts3
DE408,nuts3
DE409,nuts3
DE40A,nuts3
DE734,nuts3
DE735,nuts3
DE736,nuts3
CZ080,nuts3
DE112,nuts3
DEA2C,nuts3
DEA2D,nuts3
DEA31,nuts3
DEA32,nuts3
DEA33,nuts3
DE716,nuts3
DE717,nuts3
DE718,nuts3
DE719,nuts3
DE274,nuts3
CH012,nuts3
CH013,nuts3
CH024,nuts3
CH023,nuts3
DE119,nuts3
DEB22,nuts3
DEB23,nuts3
DEB24,nuts3
DE80N,nuts3
DE275,nuts3
CH057,nuts3
CH061,nuts3
CH062,nuts3
DE124,nuts3
DE125,nuts3
DE126,nuts3
DE127,nuts3
DE21C,nuts3
DED44,nuts3
DED45,nuts3
DED51,nuts3
DEA34,nuts3
DE276,nuts3
DE277,nuts3
DE40B,nuts3
CZ031,nuts3
DEB3K,nuts3
DEC01,nuts3
DEC02,nuts3
DEC03,nuts3
DEC04,nuts3
DEA35,nuts3
DEA36,nuts3
DEA37,nuts3
DE40C,nuts3
DE71A,nuts3
DE71B,nuts3
DE71C,nuts3
CZ053,nuts3
DE94H,nuts3
DEA11,nuts3
DEA12,nuts3
DEA13,nuts3
DEA14,nuts3
DEA15,nuts3
DEA16,nuts3
DEA17,nuts3
DEA18,nuts3
DEA19,nuts3
DEB25,nuts3
DEB31,nuts3
DEB32,nuts3
DEB33,nuts3
DEB34,nuts3
DEB35,nuts3
DEB36,nuts3
DEB37,nuts3
DE71D,nuts3
DE71E,nuts3
DE914,nuts3
EL623,nuts3
EL624,nuts3
EL521,nuts3
DEE0D,nuts3
DEE0E,nuts3
DEF01,nuts3
DEF02,nuts3
DEF03,nuts3
ES112,nuts3
EL515,nuts3
DEG09,nuts3
DEG0A,nuts3
DEG0B,nuts3
EL522,nuts3
EL631,nuts3
DK013,nuts3
DK014,nuts3
DK021,nuts3
DEF04,nuts3
EL632,nuts3
EL633,nuts3
ES113,nuts3
DEF05,nuts3
DEF06,nuts3
DEG0C,nuts3
EL431,nuts3
EL542,nuts3
EL543,nuts3
EL523,nuts3
EL524,nuts3
EL525,nuts3
EL526,nuts3
DEG0D,nuts3
DEG0E,nuts3
DK032,nuts3
FI200,nuts3
FR101,nuts3
FRB04,nuts3
EL307,nuts3
EL641,nuts3
EL643,nuts3
EL644,nuts3
FRB05,nuts3
EL611,nuts3
EL411,nuts3
ES114,nuts3
EL532,nuts3
DEF07,nuts3
DEG0F,nuts3
FI1C2,nuts3
FI1C3,nuts3
FR105,nuts3
EE008,nuts3
EL527,nuts3
EL531,nuts3
EL533,nuts3
DEG0G,nuts3
DEG0H,nuts3
DEF08,nuts3
FR102,nuts3
EL432,nuts3
EL652,nuts3
EL642,nuts3
DEF09,nuts3
DEF0A,nuts3
DEG0I,nuts3
FRB06,nuts3
EL612,nuts3
EL621,nuts3
EL622,nuts3
EL433,nuts3
ES120,nuts3
DEG0J,nuts3
DEG0K,nuts3
DK022,nuts3
FRC11,nuts3
EL653,nuts3
EL541,nuts3
EL645,nuts3
FR103,nuts3
FR104,nuts3
EL434,nuts3
EL511,nuts3
EL512,nuts3
EL651,nuts3
DEE0B,nuts3
FRC12,nuts3
EL613,nuts3
DEE0C,nuts3
DEG01,nuts3
DEG02,nuts3
DEG03,nuts3
DEG04,nuts3
DEG05,nuts3
FRC13,nuts3
ES111,nuts3
DEG06,nuts3
DEG07,nuts3
DEG0P,nuts3
DK041,nuts3
DEF0B,nuts3
EL304,nuts3
EL305,nuts3
EL306,nuts3
EL412,nuts3
EL513,nuts3
EL514,nuts3
DK011,nuts3
DK012,nuts3
DK031,nuts3
DEF0C,nuts3
FI1C4,nuts3
EL413,nuts3
EL421,nuts3
EE007,nuts3
EL422,nuts3
HR045,nuts3
HR046,nuts3
HR047,nuts3
ES417,nuts3
FI197,nuts3
ES614,nuts3
HU213,nuts3
HU221,nuts3
HU231,nuts3
HU232,nuts3
ES424,nuts3
ES615,nuts3
ES130,nuts3
ES230,nuts3
FI194,nuts3
FI195,nuts3
ES242,nuts3
ES418,nuts3
ES414,nuts3
DEF0D,nuts3
DEF0E,nuts3
DEF0F,nuts3
FI1B1,nuts3
FI1C1,nuts3
ES421,nuts3
ES211,nuts3
ES212,nuts3
ES243,nuts3
EE006,nuts3
EL301,nuts3
EL302,nuts3
EL303,nuts3
HR034,nuts3
ES415,nuts3
DK050,nuts3
ES422,nuts3
ES616,nuts3
ES617,nuts3
ES213,nuts3
DEG0L,nuts3
DEG0M,nuts3
DEG0N,nuts3
DK042,nuts3
HR04D,nuts3
HR04E,nuts3
ES300,nuts3
EE001,nuts3
ES618,nuts3
ES416,nuts3
EE004,nuts3
HR036,nuts3
HR035,nuts3
ES423,nuts3
HU120,nuts3
ES220,nuts3
FI193,nuts3
ES620,nuts3
ES630,nuts3
ES640,nuts3
ES703,nuts3
ES704,nuts3
ES705,nuts3
HR042,nuts3
HR044,nuts3
ES411,nuts3
HR04B,nuts3
HR04C,nuts3
HU211,nuts3
HU212,nuts3
HU222,nuts3
HU223,nuts3
FRG03,nuts3
IS002,nuts3
NL329,nuts3
NL332,nuts3
NL333,nuts3
NL337,nuts3
NL33A,nuts3
NL33B,nuts3
NL33C,nuts3
FRF33,nuts3
NL341,nuts3
NL342,nuts3
NL411,nuts3
NL412,nuts3
HR033,nuts3
FRK23,nuts3
FRH04,nuts3
NL413,nuts3
NL414,nuts3
NL421,nuts3
NL422,nuts3
NL423,nuts3
FRL03,nuts3
FRY20,nuts3
FRY40,nuts3
FRI22,nuts3
NO011,nuts3
NO021,nuts3
NO034,nuts3
FRY50,nuts3
FRF34,nuts3
NO012,nuts3
LV007,nuts3
NL131,nuts3
HR031,nuts3
FRK24,nuts3
FRH01,nuts3
FRI11,nuts3
LT026,nuts3
LT027,nuts3
NO022,nuts3
FRL04,nuts3
FRI23,nuts3
FRY30,nuts3
FRG01,nuts3
MK003,nuts3
MK004,nuts3
NO041,nuts3
FRK25,nuts3
FRI12,nuts3
HR041,nuts3
MK005,nuts3
MK006,nuts3
MK007,nuts3
FRL05,nuts3
FRI31,nuts3
MK008,nuts3
MT001,nuts3
MT002,nuts3
NL111,nuts3
NL112,nuts3
FRK26,nuts3
FRG02,nuts3
NL113,nuts3
NL124,nuts3
NL125,nuts3
NL126,nuts3
FRL06,nuts3
HR032,nuts3
NL132,nuts3
NL133,nuts3
NL211,nuts3
NL212,nuts3
NL213,nuts3
NL221,nuts3
NO043,nuts3
NO051,nuts3
NO052,nuts3
NO053,nuts3
NO060,nuts3
NO071,nuts3
NO072,nuts3
NO073,nuts3
FRG05,nuts3
FRH02,nuts3
NL224,nuts3
NL225,nuts3
NL226,nuts3
NL230,nuts3
FR106,nuts3
FR107,nuts3
FR108,nuts3
FRI21,nuts3
FRI14,nuts3
NL310,nuts3
NL321,nuts3
NL323,nuts3
NL324,nuts3
NL325,nuts3
NL327,nuts3
NL328,nuts3
FRL02,nuts3
FRB03,nuts3
FRK11,nuts3
FRC14,nuts3
FRF21,nuts3
FRG04,nuts3
FRK12,nuts3
FRD22,nuts3
FRD12,nuts3
FRH03,nuts3
FRJ22,nuts3
FRF11,nuts3
FRF32,nuts3
FRI15,nuts3
FRK27,nuts3
FI1D1,nuts3
FRE22,nuts3
FRC21,nuts3
FRI33,nuts3
FRL01,nuts3
FRF23,nuts3
FI1D7,nuts3
FRI34,nuts3
FRM02,nuts3
FRY10,nuts3
FI1D2,nuts3
FRJ11,nuts3
FRK22,nuts3
FRC22,nuts3
FRD13,nuts3
FRJ12,nuts3
FRM01,nuts3
FRF24,nuts3
FRE23,nuts3
FRJ13,nuts3
FRK14,nuts3
FRE12,nuts3
FRF31,nuts3
FRF22,nuts3
FRJ14,nuts3
FRJ15,nuts3
FRJ23,nuts3
FRJ24,nuts3
FI1D3,nuts3
FI1D8,nuts3
FRJ25,nuts3
FRK13,nuts3
FRC23,nuts3
FRD21,nuts3
FRI32,nuts3
FRJ26,nuts3
FRK28,nuts3
FRE21,nuts3
FRJ27,nuts3
FRK21,nuts3
FRF12,nuts3
FRI13,nuts3
FI1D9,nuts3
FRJ21,nuts3
FI1C5,nuts3
FRE11,nuts3
FI1D5,nuts3
FRC24,nuts3
FRB01,nuts3
FRJ28,nuts3
FRD11,nuts3
FRB02,nuts3
LT023,nuts3
LT024,nuts3
ITF32,nuts3
ITF33,nuts3
ITF34,nuts3
LV005,nuts3
ITF35,nuts3
ITF43,nuts3
ITF44,nuts3
NO032,nuts3
MK001,nuts3
MK002,nuts3
ITI1A,nuts3
ITI21,nuts3
LT025,nuts3
HU333,nuts3
ITF46,nuts3
ITF47,nuts3
ITF48,nuts3
ITF51,nuts3
ITF52,nuts3
ITI11,nuts3
NO042,nuts3
ITH20,nuts3
ITH31,nuts3
IE041,nuts3
ITI12,nuts3
ITI13,nuts3
ITI14,nuts3
ITI15,nuts3
NO033,nuts3
ITC11,nuts3
ITF61,nuts3
ITF62,nuts3
ITF63,nuts3
ITF64,nuts3
ITG2A,nuts3
ITG2B,nuts3
LT028,nuts3
LV009,nuts3
IE051,nuts3
IE063,nuts3
ITH32,nuts3
ITH33,nuts3
LV008,nuts3
ITC42,nuts3
ITC43,nuts3
ITC44,nuts3
ITI16,nuts3
ITI17,nuts3
ITG2C,nuts3
LT021,nuts3
LV006,nuts3
ITC46,nuts3
ITC47,nuts3
ITF65,nuts3
ITG11,nuts3
ITH34,nuts3
LT029,nuts3
IS001,nuts3
ITC48,nuts3
ITI18,nuts3
ITI19,nuts3
LT022,nuts3
ITC49,nuts3
ITC4A,nuts3
ITG12,nuts3
ITG13,nuts3
LU000,nuts3
LV003,nuts3
ITC4B,nuts3
ITC4C,nuts3
ITC4D,nuts3
ITH35,nuts3
ITF11,nuts3
ITF12,nuts3
ITF13,nuts3
NO031,nuts3
ME000,nuts3
ITF14,nuts3
ITF21,nuts3
ITF22,nuts3
ITF31,nuts3
RS125,nuts3
RS126,nuts3
RS127,nuts3
PL842,nuts3
